new_order,old_order,line-type,p1_x,p1_y,p2_x,p2_y,rx,ry,bezier p3_x,bezier p3_y,bezier p4_x,bezier p4_y,filled,work,travle_type
24,24,0,14.5,61.35,4.5,61.35,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0,post-pattern 
24,24,4,4.5,61.35,14.5,56.35,-nan(ind),-nan(ind),4.5,61.35,14.5,56.35,-nan(ind),0,travel 
25,25,0,14.5,56.35,14.5,61.35,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0,pre-pattern 
25,7,0,14.5,61.35,14.5,68.65,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),1,drawn_seg 
25,25,0,14.5,68.65,14.5,78.65,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0,post-pattern 
25,25,4,14.5,78.65,25.5,50.85,-nan(ind),-nan(ind),14.5,78.65,25.5,50.85,-nan(ind),0,travel 
26,26,0,25.5,50.85,25.5,55.85,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0,pre-pattern 
26,10,0,25.5,55.85,25.5,74.15,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),1,drawn_seg 
26,26,0,25.5,74.15,25.5,84.15,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0,post-pattern 
26,26,4,25.5,84.15,15,44.85,-nan(ind),-nan(ind),25.5,84.15,15,44.85,-nan(ind),0,travel 
27,27,0,15,44.85,20,44.85,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0,pre-pattern 
27,12,0,20,44.85,36.5,44.85,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),1,drawn_seg 
27,27,0,36.5,44.85,46.5,44.85,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0,post-pattern 
27,27,4,46.5,44.85,36.5,39.85,-nan(ind),-nan(ind),46.5,44.85,36.5,39.85,-nan(ind),0,travel 
28,28,0,36.5,39.85,36.5,44.85,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0,pre-pattern 
28,13,0,36.5,44.85,36.5,85.15,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),1,drawn_seg 
29,29,0,36.5,85.15,36.5,95.15,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0,post-pattern 
29,29,4,36.5,95.15,80,15,-nan(ind),-nan(ind),36.5,100.15,80,12.5,-nan(ind),0,travel 
